s_mlu_morphemes,s_ttr,s_ndw,s_n_utterances,s_mean_surprisal,action,action_name,ns_mlu_morphemes,ns_ttr,ns_ndw,ns_n_utterances,ns_mean_surprisal
9.055999755859375,0.2101999968290329,124.0,71.0,0.5,11,free_conversation_prompting,11.253000259399414,0.17890000343322754,851.0,458.0,0.5
7.364999771118164,0.18219999969005585,129.0,104.0,0.5,11,free_conversation_prompting,11.439000129699707,0.17190000414848328,954.0,524.0,0.5
5.913000106811523,0.24500000476837158,440.0,286.0,0.5,11,free_conversation_prompting,5.929999828338623,0.4129999876022339,102.0,43.0,0.5
1.8930000066757202,0.3278000056743622,157.0,225.0,0.5,11,free_conversation_prompting,2.869999885559082,0.3571000099182129,25.0,23.0,0.5
4.690000057220459,0.4339999854564667,46.0,29.0,0.5,11,free_conversation_prompting,5.1539998054504395,0.3646000027656555,264.0,156.0,0.5
2.430999994277954,0.3474000096321106,107.0,102.0,0.5,11,free_conversation_prompting,3.0429999828338623,0.31679999828338623,51.0,46.0,0.5
6.538000106811523,0.40209999680519104,113.0,52.0,0.5,11,free_conversation_prompting,5.804999828338623,0.3253999948501587,316.0,169.0,0.5
2.8420000076293945,0.20679999887943268,55.0,76.0,0.5,11,free_conversation_prompting,2.200000047683716,0.4375,14.0,15.0,0.5
1.0,0.27480000257492065,1.0,1.0,0.5,9,writing_to_dictation,1.0,0.2697795331478119,1.0,1.0,0.48963725566864014
1.0,0.27480000257492065,1.0,1.0,0.5,4,CILT_dialogue,1.0,0.2858459949493408,1.0,1.0,0.4871118664741516
1.0,0.27480000257492065,1.0,1.0,0.5,10,word_picture_matching,0.9970902800559998,0.2694665491580963,1.0,1.0,0.49304983019828796
1.0,0.27480000257492065,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.28370994329452515,1.0,1.0,0.49278444051742554
1.0,0.27480000257492065,1.0,1.0,0.5,1,phonological_cueing,1.0,0.2748275399208069,1.0,1.0,0.49906036257743835
1.0,0.2851000130176544,1.0,1.0,0.5,11,free_conversation_prompting,1.0,0.3052753210067749,1.0,1.0,0.49075543880462646
1.0,0.2851000130176544,1.0,1.0,0.5,8,reading_comprehension,1.0,0.2879199981689453,1.0,0.9965237975120544,0.4950180649757385
1.0,0.2851000130176544,1.0,1.0,0.5,9,writing_to_dictation,1.0,0.2894752621650696,1.0,1.0,0.4933619797229767
1.0,0.2851000130176544,1.0,1.0,0.5,1,phonological_cueing,1.0,0.28781986236572266,1.0,1.0,0.49294528365135193
1.0,0.2851000130176544,1.0,1.0,0.5,4,CILT_dialogue,1.0,0.301907479763031,1.0,1.0,0.4893377423286438
1.0,0.18070000410079956,1.0,1.0,0.5,4,CILT_dialogue,1.0,0.19319699704647064,1.0,1.0,0.4883669316768646
1.0,0.18070000410079956,1.0,1.0,0.5,11,free_conversation_prompting,1.0,0.19611917436122894,1.0,1.0,0.49474769830703735
1.0,0.18070000410079956,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.19143395125865936,1.0,1.0,0.4893840253353119
1.0,0.18070000410079956,1.0,1.0,0.5,10,word_picture_matching,1.0,0.18895381689071655,1.0,1.0,0.5048338174819946
1.0,0.18070000410079956,1.0,1.0,0.5,4,CILT_dialogue,1.0,0.1865159422159195,1.0,1.0,0.4917134940624237
1.0,0.15139999985694885,1.0,1.0,0.5,2,sentence_production_svo,1.0,0.15238037705421448,1.0,1.0,0.49994567036628723
1.0,0.15139999985694885,1.0,1.0,0.5,6,story_retelling,1.0,0.16654424369335175,1.0,1.0,0.4837687611579895
1.0,0.15139999985694885,1.0,1.0,0.5,0,SFA_naming,1.0,0.15638764202594757,1.0,1.0,0.48677289485931396
1.0,0.15139999985694885,1.0,1.0,0.5,10,word_picture_matching,1.0,0.15234129130840302,1.0,1.0,0.5039641857147217
1.0,0.15139999985694885,1.0,1.0,0.5,6,story_retelling,1.0,0.15955398976802826,1.0,1.0,0.4940614104270935
1.0,0.34279999136924744,1.0,1.0,0.5,8,reading_comprehension,1.0,0.34864407777786255,1.0,1.0,0.48686257004737854
1.0,0.34279999136924744,1.0,1.0,0.5,3,sentence_production_complex,1.0,0.36969974637031555,1.0,1.0,0.491009384393692
1.0,0.34279999136924744,1.0,1.0,0.5,11,free_conversation_prompting,1.0,0.3632912337779999,1.0,1.0,0.4907141625881195
1.0,0.34279999136924744,1.0,1.0,0.5,10,word_picture_matching,1.0,0.35342344641685486,0.9954744577407837,1.0,0.49474605917930603
1.0,0.34279999136924744,1.0,1.0,0.5,9,writing_to_dictation,1.0,0.35161837935447693,1.0,0.9976310729980469,0.49102821946144104
1.0,0.3903999924659729,1.0,1.0,0.5,2,sentence_production_svo,1.0,0.4007302522659302,1.0,1.0,0.4957262873649597
1.0,0.3903999924659729,1.0,1.0,0.5,5,script_training,1.0,0.40564489364624023,1.0,1.0,0.4817826449871063
1.0,0.3903999924659729,1.0,1.0,0.5,0,SFA_naming,1.0,0.3941165804862976,1.0,1.0,0.48618751764297485
1.0,0.3903999924659729,1.0,1.0,0.5,1,phonological_cueing,1.0,0.3987879753112793,1.0,0.9973921775817871,0.496326744556427
1.0,0.3903999924659729,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.41026464104652405,1.0,1.0,0.47907981276512146
1.0,0.16140000522136688,1.0,1.0,0.5,8,reading_comprehension,1.0,0.1668677031993866,1.0,1.0,0.4994954466819763
1.0,0.16140000522136688,1.0,1.0,0.5,11,free_conversation_prompting,1.0,0.1730279177427292,1.0,1.0,0.48418304324150085
1.0,0.16140000522136688,1.0,1.0,0.5,3,sentence_production_complex,1.0,0.17470984160900116,1.0,1.0,0.48663172125816345
1.0,0.16140000522136688,1.0,1.0,0.5,4,CILT_dialogue,1.0,0.1757107824087143,1.0,1.0,0.4903915822505951
1.0,0.16140000522136688,1.0,1.0,0.5,5,script_training,1.0,0.16287502646446228,1.0,1.0,0.4999915063381195
1.0,0.20909999310970306,1.0,1.0,0.5,2,sentence_production_svo,1.0,0.2249952256679535,1.0,1.0,0.4956715703010559
1.0,0.20909999310970306,1.0,1.0,0.5,1,phonological_cueing,1.0,0.21813765168190002,1.0,1.0,0.49515441060066223
1.0,0.20909999310970306,1.0,1.0,0.5,5,script_training,1.0,0.2193472683429718,1.0,1.0,0.4875837564468384
1.0,0.20909999310970306,1.0,1.0,0.5,2,sentence_production_svo,1.0,0.22081010043621063,1.0,1.0,0.49239522218704224
1.0,0.20909999310970306,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.2210923731327057,1.0,1.0,0.4930504262447357
1.0,0.3222000002861023,1.0,1.0,0.5,4,CILT_dialogue,1.0,0.33805370330810547,1.0,1.0,0.4915800988674164
1.0,0.3222000002861023,1.0,1.0,0.5,10,word_picture_matching,1.0,0.3127211034297943,1.0,0.9959678649902344,0.4989207088947296
1.0,0.3222000002861023,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.3375581204891205,1.0,1.0,0.48927801847457886
1.0,0.3222000002861023,1.0,1.0,0.5,3,sentence_production_complex,1.0,0.3258780539035797,1.0,1.0,0.49023517966270447
1.0,0.3222000002861023,1.0,1.0,0.5,10,word_picture_matching,1.0,0.3272862136363983,1.0,1.0,0.4966030716896057
1.0,0.30239999294281006,1.0,1.0,0.5,9,writing_to_dictation,1.0,0.30295225977897644,1.0,1.0,0.5007827281951904
1.0,0.30239999294281006,1.0,1.0,0.5,4,CILT_dialogue,1.0,0.3127697706222534,1.0,1.0,0.48149266839027405
1.0,0.30239999294281006,1.0,1.0,0.5,3,sentence_production_complex,1.0,0.3115013837814331,1.0,1.0,0.49472540616989136
1.0,0.30239999294281006,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.3162006735801697,1.0,1.0,0.4802411198616028
1.0,0.30239999294281006,1.0,1.0,0.5,1,phonological_cueing,1.0,0.30536186695098877,0.9983324408531189,1.0,0.4968493580818176
1.0,0.18400000035762787,1.0,1.0,0.5,2,sentence_production_svo,1.0,0.19611746072769165,1.0,1.0,0.4956152141094208
1.0,0.18400000035762787,1.0,1.0,0.5,0,SFA_naming,1.0,0.18977990746498108,1.0,1.0,0.4961165487766266
1.0,0.18400000035762787,1.0,1.0,0.5,9,writing_to_dictation,1.0,0.17492981255054474,1.0,1.0,0.4921368956565857
1.0,0.18400000035762787,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.19046565890312195,1.0,1.0,0.49307018518447876
1.0,0.18400000035762787,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.19971509277820587,1.0,1.0,0.48274993896484375
1.0,0.17980000376701355,1.0,1.0,0.5,9,writing_to_dictation,1.0,0.1847236007452011,1.0,1.0,0.5029958486557007
1.0,0.17980000376701355,1.0,1.0,0.5,5,script_training,1.0,0.19118252396583557,1.0,1.0,0.48981568217277527
1.0,0.17980000376701355,1.0,1.0,0.5,6,story_retelling,1.0,0.19423887133598328,1.0,1.0,0.4976203143596649
1.0,0.17980000376701355,1.0,1.0,0.5,1,phonological_cueing,1.0,0.1887400597333908,1.0,1.0,0.48936834931373596
1.0,0.17980000376701355,1.0,1.0,0.5,1,phonological_cueing,1.0,0.18106812238693237,1.0,1.0,0.4882114827632904
1.0,0.22869999706745148,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.24232392013072968,1.0,1.0,0.48381665349006653
1.0,0.22869999706745148,1.0,1.0,0.5,5,script_training,1.0,0.23708610236644745,1.0,1.0,0.4958783984184265
1.0,0.22869999706745148,1.0,1.0,0.5,6,story_retelling,1.0,0.24299876391887665,1.0,1.0,0.49295952916145325
1.0,0.22869999706745148,1.0,1.0,0.5,8,reading_comprehension,1.0,0.24007080495357513,1.0,1.0,0.509896993637085
1.0,0.22869999706745148,1.0,1.0,0.5,6,story_retelling,1.0,0.23176269233226776,1.0,1.0,0.48529577255249023
1.0,0.21070000529289246,1.0,1.0,0.5,6,story_retelling,1.0,0.22399060428142548,1.0,1.0,0.48474276065826416
1.0,0.21070000529289246,1.0,1.0,0.5,6,story_retelling,1.0,0.2133893370628357,1.0,1.0,0.4847617745399475
1.0,0.21070000529289246,1.0,1.0,0.5,3,sentence_production_complex,1.0,0.2294784039258957,1.0,1.0,0.4957122504711151
1.0,0.21070000529289246,1.0,1.0,0.5,0,SFA_naming,1.0,0.20542307198047638,1.0,1.0,0.4937455356121063
1.0,0.21070000529289246,1.0,1.0,0.5,4,CILT_dialogue,1.0,0.2134435921907425,1.0,1.0,0.48377686738967896
1.0,0.3450999855995178,1.0,1.0,0.5,2,sentence_production_svo,1.0,0.35375842452049255,1.0,1.0,0.4922018349170685
1.0,0.3450999855995178,1.0,1.0,0.5,4,CILT_dialogue,1.0,0.35398706793785095,1.0,1.0,0.48651227355003357
1.0,0.3450999855995178,1.0,1.0,0.5,10,word_picture_matching,0.997500479221344,0.35038262605667114,0.9971398115158081,1.0,0.503339946269989
1.0,0.3450999855995178,1.0,1.0,0.5,2,sentence_production_svo,1.0,0.34943825006484985,1.0,1.0,0.4890190362930298
1.0,0.3450999855995178,1.0,1.0,0.5,0,SFA_naming,1.0,0.3499366044998169,1.0,1.0,0.48899462819099426
1.0,0.30090001225471497,1.0,1.0,0.5,3,sentence_production_complex,1.0,0.30710121989250183,1.0,1.0,0.4873013496398926
1.0,0.30090001225471497,1.0,1.0,0.5,3,sentence_production_complex,1.0,0.30978602170944214,1.0,1.0,0.4838836193084717
1.0,0.30090001225471497,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.31422752141952515,1.0,1.0,0.48384568095207214
1.0,0.30090001225471497,1.0,1.0,0.5,6,story_retelling,1.0,0.30433717370033264,1.0,1.0,0.4819049835205078
1.0,0.30090001225471497,1.0,1.0,0.5,9,writing_to_dictation,1.0,0.30986472964286804,1.0,0.9984925389289856,0.4988919198513031
1.0,0.13220000267028809,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.1417418271303177,1.0,1.0,0.49325960874557495
1.0,0.13220000267028809,1.0,1.0,0.5,4,CILT_dialogue,1.0,0.14351096749305725,1.0,1.0,0.49230748414993286
1.0,0.13220000267028809,1.0,1.0,0.5,9,writing_to_dictation,1.0,0.13347937166690826,1.0,1.0,0.4978596270084381
1.0,0.13220000267028809,1.0,1.0,0.5,1,phonological_cueing,1.0,0.1364729404449463,1.0,1.0,0.5019224882125854
1.0,0.13220000267028809,1.0,1.0,0.5,0,SFA_naming,1.0,0.1474808156490326,1.0,1.0,0.500402569770813
1.0,0.11829999834299088,1.0,1.0,0.5,0,SFA_naming,1.0,0.1257612258195877,1.0,1.0,0.4925139248371124
1.0,0.11829999834299088,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.1251431405544281,1.0,1.0,0.4823666512966156
1.0,0.11829999834299088,1.0,1.0,0.5,5,script_training,1.0,0.1263570338487625,1.0,1.0,0.48291146755218506
1.0,0.11829999834299088,1.0,1.0,0.5,1,phonological_cueing,1.0,0.11412716656923294,1.0,1.0,0.49518904089927673
1.0,0.11829999834299088,1.0,1.0,0.5,5,script_training,1.0,0.12037711590528488,1.0,1.0,0.49025067687034607
1.0,0.24799999594688416,1.0,1.0,0.5,1,phonological_cueing,0.9993096590042114,0.24462424218654633,0.9980137944221497,1.0,0.49661901593208313
1.0,0.24799999594688416,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.2728387415409088,1.0,1.0,0.4807104468345642
1.0,0.24799999594688416,1.0,1.0,0.5,4,CILT_dialogue,1.0,0.264571875333786,1.0,1.0,0.48598039150238037
1.0,0.24799999594688416,1.0,1.0,0.5,4,CILT_dialogue,1.0,0.25968343019485474,1.0,1.0,0.48151901364326477
1.0,0.24799999594688416,1.0,1.0,0.5,3,sentence_production_complex,1.0,0.25835442543029785,1.0,1.0,0.49147555232048035
1.0,0.2815999984741211,1.0,1.0,0.5,6,story_retelling,1.0,0.28476181626319885,1.0,1.0,0.49177050590515137
1.0,0.2815999984741211,1.0,1.0,0.5,3,sentence_production_complex,1.0,0.29614245891571045,1.0,1.0,0.48228833079338074
1.0,0.2815999984741211,1.0,1.0,0.5,0,SFA_naming,1.0,0.2836807668209076,1.0,1.0,0.4923340678215027
1.0,0.2815999984741211,1.0,1.0,0.5,1,phonological_cueing,1.0,0.2813100814819336,1.0,1.0,0.49442258477211
1.0,0.2815999984741211,1.0,1.0,0.5,11,free_conversation_prompting,1.0,0.29128727316856384,1.0,1.0,0.48535311222076416
1.0,0.29319998621940613,1.0,1.0,0.5,10,word_picture_matching,1.0,0.302153080701828,0.9973215460777283,0.993779182434082,0.5020211338996887
1.0,0.29319998621940613,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.2986050248146057,1.0,1.0,0.4791650176048279
1.0,0.29319998621940613,1.0,1.0,0.5,2,sentence_production_svo,1.0,0.2982446551322937,1.0,1.0,0.48432594537734985
1.0,0.29319998621940613,1.0,1.0,0.5,11,free_conversation_prompting,1.0,0.296480655670166,1.0,1.0,0.48577967286109924
1.0,0.29319998621940613,1.0,1.0,0.5,9,writing_to_dictation,0.9983270168304443,0.2956244945526123,1.0,1.0,0.5038343071937561
1.0,0.29829999804496765,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.30728161334991455,1.0,1.0,0.48146864771842957
1.0,0.29829999804496765,1.0,1.0,0.5,4,CILT_dialogue,1.0,0.30660176277160645,1.0,1.0,0.49200496077537537
1.0,0.29829999804496765,1.0,1.0,0.5,2,sentence_production_svo,1.0,0.30932992696762085,1.0,1.0,0.4956563115119934
1.0,0.29829999804496765,1.0,1.0,0.5,1,phonological_cueing,1.0,0.31401100754737854,1.0,1.0,0.4994027614593506
1.0,0.29829999804496765,1.0,1.0,0.5,10,word_picture_matching,1.0,0.30257055163383484,1.0,1.0,0.4927798807621002
1.0,0.3506999909877777,1.0,1.0,0.5,5,script_training,1.0,0.3617371916770935,1.0,1.0,0.487417608499527
1.0,0.3506999909877777,1.0,1.0,0.5,2,sentence_production_svo,1.0,0.35261139273643494,1.0,1.0,0.4924594759941101
1.0,0.3506999909877777,1.0,1.0,0.5,3,sentence_production_complex,1.0,0.3615867495536804,1.0,1.0,0.49006420373916626
1.0,0.3506999909877777,1.0,1.0,0.5,6,story_retelling,1.0,0.36200472712516785,1.0,1.0,0.48769611120224
1.0,0.3506999909877777,1.0,1.0,0.5,1,phonological_cueing,1.0,0.35517555475234985,1.0,1.0,0.4865941107273102
1.0,0.4399999976158142,1.0,1.0,0.5,10,word_picture_matching,1.0,0.44058290123939514,1.0,1.0,0.484005868434906
1.0,0.4399999976158142,1.0,1.0,0.5,8,reading_comprehension,1.0,0.44281378388404846,1.0,0.9992696046829224,0.4980923533439636
1.0,0.4399999976158142,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.45411109924316406,1.0,1.0,0.4923200309276581
1.0,0.4399999976158142,1.0,1.0,0.5,4,CILT_dialogue,1.0,0.455111563205719,1.0,1.0,0.48782777786254883
1.0,0.4399999976158142,1.0,1.0,0.5,6,story_retelling,1.0,0.45016732811927795,1.0,1.0,0.49528706073760986
1.0,0.15809999406337738,1.0,1.0,0.5,6,story_retelling,1.0,0.1629875898361206,1.0,1.0,0.4868035614490509
1.0,0.15809999406337738,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.16323834657669067,1.0,1.0,0.4909161925315857
1.0,0.15809999406337738,1.0,1.0,0.5,0,SFA_naming,1.0,0.15790647268295288,1.0,1.0,0.4916900396347046
1.0,0.15809999406337738,1.0,1.0,0.5,4,CILT_dialogue,1.0,0.17379269003868103,1.0,1.0,0.4942050278186798
1.0,0.15809999406337738,1.0,1.0,0.5,0,SFA_naming,1.0,0.16874940693378448,1.0,1.0,0.4904346764087677
1.0,0.14669999480247498,1.0,1.0,0.5,5,script_training,1.0,0.15050965547561646,1.0,1.0,0.48912951350212097
1.0,0.14669999480247498,1.0,1.0,0.5,3,sentence_production_complex,1.0,0.15142159163951874,1.0,1.0,0.48738521337509155
1.0,0.14669999480247498,1.0,1.0,0.5,1,phonological_cueing,1.0,0.14874190092086792,1.0,1.0,0.48816320300102234
1.0,0.14669999480247498,1.0,1.0,0.5,1,phonological_cueing,1.0,0.15426643192768097,1.0,1.0,0.4970429837703705
1.0,0.14669999480247498,1.0,1.0,0.5,6,story_retelling,1.0,0.16428765654563904,1.0,1.0,0.4848676323890686
1.0,0.2125999927520752,1.0,1.0,0.5,1,phonological_cueing,1.0,0.22352859377861023,1.0,1.0,0.4857165813446045
1.0,0.2125999927520752,1.0,1.0,0.5,11,free_conversation_prompting,1.0,0.23114462196826935,1.0,1.0,0.48039689660072327
1.0,0.2125999927520752,1.0,1.0,0.5,6,story_retelling,1.0,0.2232615202665329,1.0,1.0,0.4975883960723877
1.0,0.2125999927520752,1.0,1.0,0.5,3,sentence_production_complex,1.0,0.21897831559181213,1.0,1.0,0.4969328045845032
1.0,0.2125999927520752,1.0,1.0,0.5,6,story_retelling,1.0,0.2226542830467224,1.0,1.0,0.48785483837127686
1.0,0.1914999932050705,1.0,1.0,0.5,0,SFA_naming,1.0,0.20413920283317566,1.0,1.0,0.5019633173942566
1.0,0.1914999932050705,1.0,1.0,0.5,11,free_conversation_prompting,1.0,0.20707005262374878,1.0,1.0,0.4936430752277374
1.0,0.1914999932050705,1.0,1.0,0.5,5,script_training,1.0,0.19782239198684692,1.0,1.0,0.49041658639907837
1.0,0.1914999932050705,1.0,1.0,0.5,9,writing_to_dictation,1.0,0.20764261484146118,1.0,1.0,0.4932841360569
1.0,0.1914999932050705,1.0,1.0,0.5,0,SFA_naming,1.0,0.19750072062015533,1.0,1.0,0.4868360757827759
1.0,0.1842000037431717,1.0,1.0,0.5,5,script_training,1.0,0.1974475085735321,1.0,1.0,0.49051257967948914
1.0,0.1842000037431717,1.0,1.0,0.5,5,script_training,1.0,0.19767537713050842,1.0,1.0,0.4913175106048584
1.0,0.1842000037431717,1.0,1.0,0.5,11,free_conversation_prompting,1.0,0.19332052767276764,1.0,1.0,0.477344810962677
1.0,0.1842000037431717,1.0,1.0,0.5,6,story_retelling,1.0,0.18515647947788239,1.0,1.0,0.48693233728408813
1.0,0.1842000037431717,1.0,1.0,0.5,5,script_training,1.0,0.19522839784622192,1.0,1.0,0.48779669404029846
1.0,0.22750000655651093,1.0,1.0,0.5,2,sentence_production_svo,1.0,0.2303464412689209,1.0,1.0,0.49356403946876526
1.0,0.22750000655651093,1.0,1.0,0.5,3,sentence_production_complex,1.0,0.23895077407360077,1.0,1.0,0.4942457377910614
1.0,0.22750000655651093,1.0,1.0,0.5,5,script_training,1.0,0.24330487847328186,1.0,1.0,0.487766295671463
1.0,0.22750000655651093,1.0,1.0,0.5,4,CILT_dialogue,1.0,0.23181049525737762,1.0,1.0,0.4895860254764557
1.0,0.22750000655651093,1.0,1.0,0.5,0,SFA_naming,1.0,0.23628583550453186,1.0,1.0,0.49837011098861694
1.0,0.1404000073671341,1.0,1.0,0.5,10,word_picture_matching,0.9987613558769226,0.1428321748971939,0.9942818284034729,0.9994381070137024,0.49502262473106384
1.0,0.1404000073671341,1.0,1.0,0.5,10,word_picture_matching,1.0,0.13999709486961365,1.0,1.0,0.5006954669952393
1.0,0.1404000073671341,1.0,1.0,0.5,1,phonological_cueing,1.0,0.14966996014118195,1.0,1.0,0.49269551038742065
1.0,0.1404000073671341,1.0,1.0,0.5,6,story_retelling,1.0,0.14462518692016602,1.0,1.0,0.48894599080085754
1.0,0.1404000073671341,1.0,1.0,0.5,1,phonological_cueing,1.0,0.14962553977966309,0.9994654655456543,1.0,0.5009580850601196
1.0,0.13609999418258667,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.14723531901836395,1.0,1.0,0.48856237530708313
1.0,0.13609999418258667,1.0,1.0,0.5,3,sentence_production_complex,1.0,0.14744096994400024,1.0,1.0,0.4888458549976349
1.0,0.13609999418258667,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.14846859872341156,1.0,1.0,0.48369699716567993
1.0,0.13609999418258667,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.1504799723625183,1.0,1.0,0.4967842698097229
1.0,0.13609999418258667,1.0,1.0,0.5,8,reading_comprehension,1.0,0.14282989501953125,1.0,1.0,0.5026841163635254
1.0,0.15029999613761902,1.0,1.0,0.5,1,phonological_cueing,1.0,0.1565934419631958,1.0,1.0,0.49346208572387695
1.0,0.15029999613761902,1.0,1.0,0.5,11,free_conversation_prompting,1.0,0.16480529308319092,1.0,1.0,0.4903000593185425
1.0,0.15029999613761902,1.0,1.0,0.5,2,sentence_production_svo,1.0,0.1575523167848587,1.0,1.0,0.4944198727607727
1.0,0.15029999613761902,1.0,1.0,0.5,0,SFA_naming,1.0,0.14902877807617188,1.0,1.0,0.4962727427482605
1.0,0.15029999613761902,1.0,1.0,0.5,6,story_retelling,1.0,0.1631162315607071,1.0,1.0,0.4887273609638214
1.0,0.17249999940395355,1.0,1.0,0.5,4,CILT_dialogue,1.0,0.1843155175447464,1.0,1.0,0.4852517545223236
1.0,0.17249999940395355,1.0,1.0,0.5,10,word_picture_matching,1.0,0.1744556576013565,1.0,0.9987618923187256,0.495393306016922
1.0,0.17249999940395355,1.0,1.0,0.5,9,writing_to_dictation,1.0,0.18407495319843292,1.0,1.0,0.49261191487312317
1.0,0.17249999940395355,1.0,1.0,0.5,3,sentence_production_complex,1.0,0.18973039090633392,1.0,1.0,0.49576336145401
1.0,0.17249999940395355,1.0,1.0,0.5,11,free_conversation_prompting,1.0,0.1880996972322464,1.0,1.0,0.4815762937068939
1.0,0.21619999408721924,1.0,1.0,0.5,3,sentence_production_complex,1.0,0.21972320973873138,1.0,1.0,0.4867953956127167
1.0,0.21619999408721924,1.0,1.0,0.5,5,script_training,1.0,0.2315404713153839,1.0,1.0,0.4949987530708313
1.0,0.21619999408721924,1.0,1.0,0.5,2,sentence_production_svo,1.0,0.22395212948322296,1.0,1.0,0.49031710624694824
1.0,0.21619999408721924,1.0,1.0,0.5,11,free_conversation_prompting,1.0,0.22497119009494781,1.0,1.0,0.49085989594459534
1.0,0.21619999408721924,1.0,1.0,0.5,1,phonological_cueing,1.0,0.22578155994415283,1.0,1.0,0.49242717027664185
1.0,0.2393999993801117,1.0,1.0,0.5,0,SFA_naming,1.0,0.25104883313179016,1.0,1.0,0.495869517326355
1.0,0.2393999993801117,1.0,1.0,0.5,4,CILT_dialogue,1.0,0.24688102304935455,1.0,1.0,0.48194772005081177
1.0,0.2393999993801117,1.0,1.0,0.5,11,free_conversation_prompting,1.0,0.26001980900764465,1.0,1.0,0.4913926124572754
1.0,0.2393999993801117,1.0,1.0,0.5,10,word_picture_matching,1.0,0.24054142832756042,1.0,1.0,0.5010117292404175
1.0,0.2393999993801117,1.0,1.0,0.5,8,reading_comprehension,1.0,0.24402962625026703,1.0,1.0,0.49488261342048645
1.0,0.15199999511241913,1.0,1.0,0.5,10,word_picture_matching,1.0,0.15802374482154846,1.0,1.0,0.49133336544036865
1.0,0.15199999511241913,1.0,1.0,0.5,10,word_picture_matching,1.0,0.15222787857055664,1.0,1.0,0.4921075999736786
1.0,0.15199999511241913,1.0,1.0,0.5,5,script_training,1.0,0.15930035710334778,1.0,1.0,0.48955726623535156
1.0,0.15199999511241913,1.0,1.0,0.5,3,sentence_production_complex,1.0,0.15941017866134644,1.0,1.0,0.4903954565525055
1.0,0.15199999511241913,1.0,1.0,0.5,8,reading_comprehension,1.0,0.15922394394874573,1.0,1.0,0.5023918151855469
1.0,0.14300000667572021,1.0,1.0,0.5,7,conversation_partner_training,1.0,0.15258368849754333,1.0,1.0,0.49115434288978577
1.0,0.14300000667572021,1.0,1.0,0.5,4,CILT_dialogue,1.0,0.1531350314617157,1.0,1.0,0.48802390694618225
1.0,0.14300000667572021,1.0,1.0,0.5,1,phonological_cueing,1.0,0.14295274019241333,1.0,1.0,0.49958789348602295
1.0,0.14300000667572021,1.0,1.0,0.5,8,reading_comprehension,1.0,0.14775030314922333,1.0,1.0,0.4934222996234894
1.0,0.14300000667572021,1.0,1.0,0.5,2,sentence_production_svo,1.0,0.14083680510520935,1.0,1.0,0.488211989402771
1.0,0.3352999985218048,1.0,1.0,0.5,11,free_conversation_prompting,1.0,0.35395652055740356,1.0,1.0,0.47523146867752075
1.0,0.3352999985218048,1.0,1.0,0.5,2,sentence_production_svo,1.0,0.34308457374572754,1.0,1.0,0.48684513568878174
1.0,0.3352999985218048,1.0,1.0,0.5,1,phonological_cueing,0.9997351169586182,0.34360066056251526,1.0,1.0,0.4959560036659241
1.0,0.3352999985218048,1.0,1.0,0.5,10,word_picture_matching,1.0,0.3402172029018402,1.0,1.0,0.4977497160434723
1.0,0.3352999985218048,1.0,1.0,0.5,1,phonological_cueing,1.0,0.3510954976081848,1.0,1.0,0.48169267177581787
1.0,0.2996000051498413,1.0,1.0,0.5,1,phonological_cueing,1.0,0.2988429367542267,1.0,1.0,0.49838700890541077
1.0,0.2996000051498413,1.0,1.0,0.5,6,story_retelling,1.0,0.31408438086509705,1.0,1.0,0.49468064308166504
1.0,0.2996000051498413,1.0,1.0,0.5,10,word_picture_matching,1.0,0.297982782125473,1.0,1.0,0.4947969913482666
1.0,0.2996000051498413,1.0,1.0,0.5,2,sentence_production_svo,1.0,0.306092232465744,1.0,1.0,0.4837786853313446
1.0,0.2996000051498413,1.0,1.0,0.5,3,sentence_production_complex,1.0,0.3100545406341553,1.0,1.0,0.48282158374786377
